IdentityID,CanonicalName,DOBApprox,LinkedAccusedIDs,ResolutionConfidence,ResolutionMethod
400,Rehaan Madan,,"2889,5704,7373,12562",0.84,fuzzy_name_district
401,Advika Lanka,,"2906,15027",0.93,fuzzy_name_district
402,Gabriel Saini,,"2907,12525",0.96,fuzzy_name_district
403,Ayushman Char,,"2913,4898,11586,12834",0.84,fuzzy_name_district
404,Aarush Sha,,"2918,5512,23913,24551",0.88,fuzzy_name_district
405,Ekbal Chander,,"2920,5560,7744,17832",0.9,fuzzy_name_district
406,Brijesh Sarkar,,"2930,13518,13611,18800,20916",0.97,fuzzy_name_district
407,Nicholas Karpe,,"2931,3069",0.88,fuzzy_name_district
408,Nitesh Agarwal,,"2936,5159,16138",0.93,fuzzy_name_district
409,Kai Narayan,,"2949,6490",0.9,fuzzy_name_district
410,Ayush Devi,,"2954,19359",0.97,fuzzy_name_district
411,Yuvraj Lala,,"2959,3498,6399,19451",0.97,fuzzy_name_district
412,Chatresh D’Alia,,"2962,13500,16488,19609",0.85,fuzzy_name_district
413,Harish Datta,,2965,0.89,fuzzy_name_district
414,Naksh Magar,,"2981,5384,7656",0.87,fuzzy_name_district
415,Anya Gopal,,2988,0.86,fuzzy_name_district
416,Chaitanya Majumdar,,2994,0.98,fuzzy_name_district
417,Darpan Bose,,2998,0.96,fuzzy_name_district
418,Ayaan Karan,,"3002,15128",0.9,fuzzy_name_district
419,Anmol Sem,,"3006,3082,18410",0.89,fuzzy_name_district
420,Daniel Korpal,,"3013,4787",0.86,fuzzy_name_district
421,Xalak Tiwari,,"3026,22119",0.97,fuzzy_name_district
422,Saanvi Jhaveri,,"3040,22502",0.94,fuzzy_name_district
423,Harish Sahota,,"3047,21724",0.93,fuzzy_name_district
424,Zaid Nori,,3049,0.88,fuzzy_name_district
425,Victor More,,"3093,4711,7978,9735,21595",0.92,fuzzy_name_district
426,Fariq Walia,,"3101,17940,20441",0.97,fuzzy_name_district
427,Gautam Amble,,3107,0.9,fuzzy_name_district
428,Tanveer Tailor,,"3109,6586",0.83,fuzzy_name_district
429,Tanmayi Gera,,3114,0.97,fuzzy_name_district
430,Hamsini Mital,,"3120,7541,16863,20479",0.94,fuzzy_name_district
431,Shaurya Bail,,3130,0.96,fuzzy_name_district
432,Irya Madan,,"3135,7464",0.89,fuzzy_name_district
433,Bakhshi Solanki,,3143,0.93,fuzzy_name_district
434,Kiaan Brahmbhatt,,"3147,12806,17116",0.96,fuzzy_name_district
435,Fitan Parmer,,"3150,6052",0.87,fuzzy_name_district
436,Chakradev Raman,,"3157,3482",0.9,fuzzy_name_district
437,Karan Sane,,"3159,3853",0.92,fuzzy_name_district
438,Qabil Sabharwal,,"3170,9576",0.94,fuzzy_name_district
439,Faras Sachar,,3195,0.93,fuzzy_name_district
440,Ekalinga Badal,,3203,0.83,fuzzy_name_district
441,Darpan Shan,,3204,0.82,fuzzy_name_district
442,Kevin Mand,,"3206,9901,21942",0.86,fuzzy_name_district
443,Anvi Pandey,,"3213,3279,16408",0.87,fuzzy_name_district
444,Patrick Seth,,"3215,10983,23442",0.9,fuzzy_name_district
445,Ria Mukherjee,,3219,0.93,fuzzy_name_district
446,Harish Wable,,"3230,13845",0.92,fuzzy_name_district
447,Kalpit Rattan,,3239,0.98,fuzzy_name_district
448,Dominic Agrawal,,"3241,4233",0.97,fuzzy_name_district
449,Caleb Gola,,"3248,4114",0.9,fuzzy_name_district
450,Sarthak Dave,,"3250,3864,22141",0.83,fuzzy_name_district
451,Chaitanya Subramanian,,"3253,13057",0.98,fuzzy_name_district
452,Fiyaz Yohannan,,"3254,15219,15645",0.9,fuzzy_name_district
453,Dalbir Rao,,"3258,20026",0.83,fuzzy_name_district
454,Henry Raja,,"3263,4183,5772",0.95,fuzzy_name_district
455,Ansh Ganguly,,"3267,11546",0.91,fuzzy_name_district
456,Hritik Rama,,3282,0.93,fuzzy_name_district
457,Qasim Basu,,"3285,7315",0.96,fuzzy_name_district
458,Daniel Gala,,"3287,5508",0.86,fuzzy_name_district
459,Farhan Ganesh,,3297,0.99,fuzzy_name_district
460,Abeer Keer,,3298,0.95,fuzzy_name_district
461,Udarsh Anne,,"3301,6447,7800",0.85,fuzzy_name_district
462,Sai Misra,,"3330,9766",0.92,fuzzy_name_district
463,Yug Madan,,"3334,3936,6905,7133,21569",0.95,fuzzy_name_district
464,Teerth Solanki,,"3335,5976",0.9,fuzzy_name_district
465,Adweta Agrawal,,"3347,22645",0.93,fuzzy_name_district
466,Gavin Seshadri,,3348,0.87,fuzzy_name_district
467,Yashawini Swamy,,"3350,23293",0.82,fuzzy_name_district
468,Faraj Jaggi,,"3357,7038",0.95,fuzzy_name_district
469,Reyansh Viswanathan,,"3363,4945,21686,22135",0.93,fuzzy_name_district
470,Madhav Bhandari,,"3364,19695",0.96,fuzzy_name_district
471,Jason Kannan,,3391,0.86,fuzzy_name_district
472,Umang Thakkar,,3401,0.91,fuzzy_name_district
473,Laban Sem,,"3404,6298,7725",0.88,fuzzy_name_district
474,Aryan Issac,,3426,0.98,fuzzy_name_district
475,Ronith Walla,,"3428,24478",0.9,fuzzy_name_district
476,Max Gade,,"3439,5736,9231,10636,14853",0.89,fuzzy_name_district
477,Warinder Kumar,,"3442,4501,6069",0.82,fuzzy_name_district
478,Abeer Edwin,,"3445,3691,11618",0.98,fuzzy_name_district
479,Balendra Narang,,3457,0.85,fuzzy_name_district
480,Darpan Mahal,,3459,0.94,fuzzy_name_district
481,Onveer Bhatt,,"3468,5563",0.85,fuzzy_name_district
482,Yachana Saran,,"3475,8441,10306",0.99,fuzzy_name_district
483,Yashasvi Behl,,"3476,4750,6183,6347",0.85,fuzzy_name_district
484,Chanakya Mann,,"3489,3564,9270,10749",0.83,fuzzy_name_district
485,Devansh Deshmukh,,"3492,5859,7513",0.97,fuzzy_name_district
486,Warjas Pingle,,"3508,3687,4230,14633",0.84,fuzzy_name_district
487,Zashil Sanghvi,,"3517,11860",0.96,fuzzy_name_district
488,Lohit Bath,,"3539,6048",0.89,fuzzy_name_district
489,Urishilla Tak,,"3541,5570",0.9,fuzzy_name_district
490,Jatin Manne,,"3546,15606",0.91,fuzzy_name_district
491,Abhiram Deshmukh,,"3552,15628,16659",0.89,fuzzy_name_district
492,Frado Krish,,"3559,14587,19287",0.93,fuzzy_name_district
493,Dhriti Pall,,3560,0.86,fuzzy_name_district
494,Baljiwan Agate,,3565,0.97,fuzzy_name_district
495,Zehaan Kant,,"3567,10849",0.95,fuzzy_name_district
496,Alexander Pingle,,3568,0.96,fuzzy_name_district
497,Tripti Rege,,"3575,23329",0.93,fuzzy_name_district
498,Alexander Murthy,,3583,0.88,fuzzy_name_district
499,Balhaar Bajwa,,"3586,4627,16884",0.92,fuzzy_name_district
500,Abhimanyu Nagar,,3593,0.98,fuzzy_name_district
501,Amara Mittal,,"3615,8023",0.97,fuzzy_name_district
502,Praneel Khosla,,"3616,17905",0.94,fuzzy_name_district
503,Samaksh Raja,,3617,0.97,fuzzy_name_district
504,Praneel Amble,,"3620,10669,12805",0.97,fuzzy_name_district
505,Hitesh Prakash,,"3621,23182",0.87,fuzzy_name_district
506,Wishi Sur,,3622,0.91,fuzzy_name_district
507,Raghav Mann,,"3628,4925",0.97,fuzzy_name_district
508,Upkaar Tara,,"3630,6321,7958",0.96,fuzzy_name_district
509,Ayush Padmanabhan,,"3632,5262,7208",0.84,fuzzy_name_district
510,Ekapad Radhakrishnan,,"3641,3980,10624",0.87,fuzzy_name_district
511,Ekbal Lad,,"3645,14442",0.9,fuzzy_name_district
512,Pooja Thakkar,,"3646,13476,20660",0.98,fuzzy_name_district
513,Charan Swaminathan,,"3648,4295,4980,19545",0.97,fuzzy_name_district
514,Ekani Bajwa,,3678,0.96,fuzzy_name_district
515,Rachit Bedi,,"3679,4412",0.89,fuzzy_name_district
516,Umang Lala,,"3692,5762,10801",0.9,fuzzy_name_district
517,Samaksh Vyas,,"3693,6100,21570",0.94,fuzzy_name_district
518,Girish Amble,,3710,0.98,fuzzy_name_district
519,Wyatt Soman,,"3711,4801",0.95,fuzzy_name_district
520,Gunbir Mani,,"3721,14275,23728",0.93,fuzzy_name_district
521,Ekapad Raghavan,,"3724,8743,16875",0.86,fuzzy_name_district
522,Lucky Sridhar,,"3726,4460,8129",0.83,fuzzy_name_district
523,Shaurya Andra,,3729,0.83,fuzzy_name_district
524,Ekaraj Reddy,,"3736,9946,23179",0.89,fuzzy_name_district
525,Ayush Barad,,"3745,6108,12096",0.91,fuzzy_name_district
526,Max Shanker,,"3750,3911,12216",0.88,fuzzy_name_district
527,Imaran Borah,,3752,0.84,fuzzy_name_district
528,Samarth Keer,,"3760,7270",0.98,fuzzy_name_district
529,Adya Dasgupta,,3777,0.85,fuzzy_name_district
530,Andrew Tak,,"3778,8016,12845,22157",0.82,fuzzy_name_district
531,Krish Toor,,3790,0.83,fuzzy_name_district
532,Neelima Karnik,,3791,0.94,fuzzy_name_district
533,Upadhriti Dutta,,"3792,4150,4403,5697",0.94,fuzzy_name_district
534,Pranav Bajwa,,"3798,6120,8638",0.9,fuzzy_name_district
535,Nakul Madan,,"3801,4125",0.98,fuzzy_name_district
536,Gavin Padmanabhan,,"3809,7445,10993,11623,20873,24642",0.85,fuzzy_name_district
537,Yug Kapoor,,"3811,17550",0.95,fuzzy_name_district
538,Janaki Mand,,3825,0.86,fuzzy_name_district
539,Chatresh Koshy,,"3830,5566",0.9,fuzzy_name_district
540,Ranbir Shukla,,3831,0.9,fuzzy_name_district
541,Timothy Kamdar,,"3841,14636",0.82,fuzzy_name_district
542,Dominic Purohit,,"3846,19150",0.89,fuzzy_name_district
543,Ranveer Arora,,3861,0.9,fuzzy_name_district
544,Ekavir Sandal,,"3874,6054,13100",0.93,fuzzy_name_district
545,Girik Merchant,,"3882,24648",0.86,fuzzy_name_district
546,Sarthak Lala,,3883,0.88,fuzzy_name_district
547,Ayush Rajagopal,,3888,0.83,fuzzy_name_district
548,Krish Bansal,,"3906,9285",0.96,fuzzy_name_district
549,Wridesh Mallick,,3909,0.83,fuzzy_name_district
550,Jeremiah Nadkarni,,3916,0.92,fuzzy_name_district
551,Omya Chander,,3920,0.97,fuzzy_name_district
552,Teerth Munshi,,"3927,5701,16926",0.97,fuzzy_name_district
553,Daniel Varma,,"3931,12642",0.97,fuzzy_name_district
554,Girindra Madan,,"3942,4954",0.83,fuzzy_name_district
555,Veer Dash,,"3950,5031",0.86,fuzzy_name_district
556,Ekansh Trivedi,,3951,0.91,fuzzy_name_district
557,Advaith Char,,3957,0.92,fuzzy_name_district
558,Hemang Pillai,,"3960,4997",0.92,fuzzy_name_district
559,Noah Sehgal,,3965,0.98,fuzzy_name_district
560,Hemang Agarwal,,"3971,10526",0.88,fuzzy_name_district
561,Zayan Natt,,"3986,6245",0.96,fuzzy_name_district
562,Robert Shroff,,"3987,6469",0.97,fuzzy_name_district
563,Kevin Doctor,,"3989,16281",0.86,fuzzy_name_district
564,Tara Pradhan,,"3993,4674",0.83,fuzzy_name_district
565,Jason Oommen,,3996,0.88,fuzzy_name_district
566,Nikita Pathak,,3999,0.83,fuzzy_name_district
567,Falak Babu,,4006,0.96,fuzzy_name_district
568,Girik Taneja,,"4008,12393",0.86,fuzzy_name_district
569,Matthew Dave,,4015,0.87,fuzzy_name_district
570,Chakradev Jani,,"4018,12605",0.87,fuzzy_name_district
571,Baljiwan Garde,,"4023,20808",0.9,fuzzy_name_district
572,Noah Patel,,4024,0.84,fuzzy_name_district
573,Chaitanya Hegde,,"4032,4668",0.92,fuzzy_name_district
574,Chandresh Batta,,4036,0.9,fuzzy_name_district
575,Ranveer Chander,,"4041,10778",0.87,fuzzy_name_district
576,Sai Garde,,"4046,5317,18671",0.86,fuzzy_name_district
577,Girik Basu,,"4051,9796",0.83,fuzzy_name_district
578,Maanas Balakrishnan,,"4054,8746,9699",0.98,fuzzy_name_district
579,Gavin Lala,,"4055,10086,10632,21149",0.88,fuzzy_name_district
580,Aayush Mammen,,"4063,19581",0.82,fuzzy_name_district
581,Yoshita Naidu,,4065,0.97,fuzzy_name_district
582,Harish Bumb,,4079,0.91,fuzzy_name_district
583,Farhan Sangha,,"4082,15672",0.87,fuzzy_name_district
584,Neel Dara,,"4083,7247,7477",0.84,fuzzy_name_district
585,Christopher Randhawa,,4088,0.86,fuzzy_name_district
586,Rachit Vyas,,4095,0.97,fuzzy_name_district
587,Mason Bhatnagar,,4098,0.87,fuzzy_name_district
588,Ansh Garde,,4100,0.94,fuzzy_name_district
589,Tanish Majumdar,,"4108,8782,19749",0.91,fuzzy_name_district
590,Warinder Tailor,,"4113,4877,4949",0.99,fuzzy_name_district
591,Pratyush Thaker,,4126,0.98,fuzzy_name_district
592,Matthew Sawhney,,4128,0.83,fuzzy_name_district
593,Samaksh Kar,,4142,0.85,fuzzy_name_district
594,Gautam Prasad,,"4151,9347,14837,17612",0.9,fuzzy_name_district
595,Manthan De,,"4168,5192,20654",0.97,fuzzy_name_district
596,Chakrika Agrawal,,"4175,13274",0.96,fuzzy_name_district
597,Jonathan Raja,,4184,0.98,fuzzy_name_district
598,Vanya Rajan,,"4185,10407",0.98,fuzzy_name_district
599,Dalbir Setty,,"4186,4834,9286",0.85,fuzzy_name_district
600,Rishi Mammen,,"4187,12506,14235,17161",0.83,fuzzy_name_district
601,Pratyush Mann,,"4197,8264,10209",0.83,fuzzy_name_district
602,Krish Bakshi,,"4199,11527,17486",0.85,fuzzy_name_district
603,Ojasvi Dey,,4210,0.91,fuzzy_name_district
604,Gunbir Goswami,,4228,0.86,fuzzy_name_district
605,Udant Dube,,"4240,20457,21644",0.9,fuzzy_name_district
606,Parth Borah,,"4245,6607,6611",0.88,fuzzy_name_district
607,Jack Bera,,"4262,4407",0.91,fuzzy_name_district
608,Dev Kapoor,,4268,0.97,fuzzy_name_district
609,Sarthak Srivastava,,4271,0.83,fuzzy_name_district
610,Jeet Nair,,4279,0.99,fuzzy_name_district
611,Timothy Patla,,"4281,4292,7086,12252",0.84,fuzzy_name_district
612,Isaiah Hegde,,"4282,9631",0.83,fuzzy_name_district
613,Yashodhara Chaudhari,,"4285,9981,22370",0.84,fuzzy_name_district
614,Vyanjana Kulkarni,,"4288,9029,12880",0.92,fuzzy_name_district
615,Kritika Deo,,"4293,14786,19508,22548",0.95,fuzzy_name_district
616,Praneel Taneja,,"4303,5054,12375,14418",0.92,fuzzy_name_district
617,Samesh Desai,,"4304,4795",0.96,fuzzy_name_district
618,Lucky Sahni,,"4310,5829,7977",0.99,fuzzy_name_district
619,Aryan Kalita,,"4311,4830,14308",0.85,fuzzy_name_district
620,Shivansh Bath,,"4314,7385,9760,24613",0.98,fuzzy_name_district
621,Faras Sura,,"4317,10206,10858",0.9,fuzzy_name_district
622,Adya Shukla,,4319,0.92,fuzzy_name_district
623,Oscar Sangha,,"4329,5418,9179,11021",0.88,fuzzy_name_district
624,Om Nagi,,"4334,9283",0.87,fuzzy_name_district
625,Nirja Madan,,"4341,7347",0.9,fuzzy_name_district
626,Farhan Murty,,4363,0.92,fuzzy_name_district
627,Nimrat Seshadri,,4365,0.86,fuzzy_name_district
628,Shravya Mani,,"4372,10917,19144",0.97,fuzzy_name_district
629,Parth Kaur,,"4375,16487",0.98,fuzzy_name_district
630,Thomas Mannan,,"4379,16937,24255",0.93,fuzzy_name_district
631,Avi Shah,,4382,0.89,fuzzy_name_district
632,Girik Munshi,,4429,0.85,fuzzy_name_district
633,Sarthak Kurian,,"4430,4702,11873",0.9,fuzzy_name_district
634,Owen Bhalla,,4433,0.83,fuzzy_name_district
635,Rushil Rana,,4436,0.83,fuzzy_name_district
636,Advika Basak,,"4448,5370,5482,23350",0.92,fuzzy_name_district
637,Bachittar Dugar,,"4457,5757,8496",0.83,fuzzy_name_district
638,Jai Nagy,,"4462,8614",0.95,fuzzy_name_district
639,Maanav Narula,,"4470,5567,9002,9481",0.82,fuzzy_name_district
640,Panini Issac,,4479,0.94,fuzzy_name_district
641,Vincent Barad,,"4490,5529",0.83,fuzzy_name_district
642,Owen Ganesh,,4491,0.85,fuzzy_name_district
643,Dev Shukla,,4496,0.95,fuzzy_name_district
644,Kai Keer,,"4500,9711,11255",0.98,fuzzy_name_district
645,Christopher Bassi,,"4503,5134",0.87,fuzzy_name_district
646,Ikbal Mohan,,"4510,6468",0.89,fuzzy_name_district
647,Amara Agate,,4512,0.91,fuzzy_name_district
648,Anmol Roy,,4522,0.84,fuzzy_name_district
649,Faraj Ganguly,,"4526,8954,13650",0.86,fuzzy_name_district
650,Reyansh Minhas,,4528,0.83,fuzzy_name_district
651,Tristan Prasad,,4539,0.91,fuzzy_name_district
652,Amaira Srinivasan,,4547,0.91,fuzzy_name_district
653,Jackson Sheth,,"4549,8278",0.97,fuzzy_name_district
654,Neel Swaminathan,,"4552,11999",0.88,fuzzy_name_district
655,Rajeshri Thakur,,"4554,7352",0.91,fuzzy_name_district
656,Ekansh Vala,,"4560,7506",0.83,fuzzy_name_district
657,Brijesh Chada,,"4570,15060",0.91,fuzzy_name_district
658,Warinder Mangal,,"4573,22365",0.96,fuzzy_name_district
659,Owen Mani,,4577,0.96,fuzzy_name_district
660,Qabil Solanki,,"4579,19021,21227",0.87,fuzzy_name_district
661,Madhav Baral,,"4584,11613",0.82,fuzzy_name_district
662,Wahab Kumer,,4600,0.93,fuzzy_name_district
663,Udant Mody,,"4601,13157",0.89,fuzzy_name_district
664,Robert Vora,,"4632,8833,11009",0.94,fuzzy_name_district
665,Udarsh Kara,,"4640,8282,12305",0.98,fuzzy_name_district
666,Gabriel Hans,,"4644,7779,12085",0.93,fuzzy_name_district
667,Jackson Wable,,4652,0.98,fuzzy_name_district
668,Yagnesh Sachar,,"4660,23870",0.95,fuzzy_name_district
669,Veer Mammen,,"4667,21319",0.85,fuzzy_name_district
670,Dakshesh Mital,,"4678,8845,11774,15689",0.91,fuzzy_name_district
671,Harsh Baria,,4683,0.99,fuzzy_name_district
672,William Nadig,,"4689,12580,18837",0.89,fuzzy_name_district
673,Aayush Chadha,,4691,0.9,fuzzy_name_district
674,Tarak Goda,,"4693,24055",0.97,fuzzy_name_district
675,Agastya Gandhi,,4694,0.94,fuzzy_name_district
676,Harshil Dutt,,"4704,6397,12031,17764",0.91,fuzzy_name_district
677,Yug Setty,,"4707,5794",0.94,fuzzy_name_district
678,Ryan Shenoy,,4713,0.86,fuzzy_name_district
679,Manthan Kale,,4718,0.87,fuzzy_name_district
680,Samaksh Nazareth,,"4719,7687,10058",0.92,fuzzy_name_district
681,Yug Jhaveri,,4725,0.96,fuzzy_name_district
682,Daniel Chaudry,,4733,0.99,fuzzy_name_district
683,Chandran Saxena,,"4745,6974,11547",0.98,fuzzy_name_district
684,Tanish Narayan,,"4753,11380,16656",0.88,fuzzy_name_district
685,George Kaur,,4757,0.82,fuzzy_name_district
686,Anirudh Vig,,"4767,5095",0.92,fuzzy_name_district
687,Om Goyal,,"4771,4846,5656,5737",0.96,fuzzy_name_district
688,Fitan Ravi,,"4774,9575",0.85,fuzzy_name_district
689,Vincent Dugar,,"4811,9601",0.84,fuzzy_name_district
690,Maanav Balan,,4812,0.91,fuzzy_name_district
691,Chaitanya Acharya,,4821,0.84,fuzzy_name_district
692,Rayaan Ganguly,,"4822,19289",0.83,fuzzy_name_district
693,Girik Garde,,"4831,13089",0.91,fuzzy_name_district
694,Noah Ramachandran,,"4844,9585,13731",0.94,fuzzy_name_district
695,Rudra Dugar,,"4849,13161",0.9,fuzzy_name_district
696,William Rau,,"4857,17925",0.98,fuzzy_name_district
697,Pranav Nayar,,"4869,8352",0.83,fuzzy_name_district
698,Finn Chakraborty,,"4889,8814",0.89,fuzzy_name_district
699,Urishilla Anand,,"4901,6636",0.83,fuzzy_name_district
700,Krishna Ratta,,4903,0.88,fuzzy_name_district
701,Gautam Chokshi,,"4909,5709,9182,12298",0.97,fuzzy_name_district
702,Arin Dixit,,4916,0.86,fuzzy_name_district
703,Nachiket Merchant,,"4924,10894,13772,24336",0.97,fuzzy_name_district
704,Jeet Krishnamurthy,,"4927,6110",0.87,fuzzy_name_district
705,Dhruv Bhakta,,"4932,6558",0.97,fuzzy_name_district
706,Banjeet Mall,,"4936,5842",0.92,fuzzy_name_district
707,Qadim Dube,,4947,0.94,fuzzy_name_district
708,Tejas Kanda,,"4950,5236,7482,8035,17971",0.96,fuzzy_name_district
709,Hitesh Thakur,,"4961,8176",0.9,fuzzy_name_district
710,Rushil Bali,,4965,0.97,fuzzy_name_district
711,Omkaar Palla,,"4972,18604",0.96,fuzzy_name_district
712,Vihaan Sane,,"4976,23983",0.9,fuzzy_name_district
713,Wazir Sura,,4977,0.82,fuzzy_name_district
714,Kabir Bora,,"4979,9332,15155",0.94,fuzzy_name_district
715,Zashil Radhakrishnan,,"5000,12333",0.95,fuzzy_name_district
716,Agastya Khalsa,,"5008,7110",0.87,fuzzy_name_district
717,Henry Bhakta,,"5013,8691",0.83,fuzzy_name_district
718,Anamika Grewal,,5026,0.89,fuzzy_name_district
719,Charan Johal,,"5030,15030",0.97,fuzzy_name_district
720,Samaksh Patla,,"5034,6058,13199",0.9,fuzzy_name_district
721,Varsha Taneja,,5071,0.87,fuzzy_name_district
722,Noah Patla,,"5075,19258",0.87,fuzzy_name_district
723,Raghav Mitra,,"5078,7668,12494",0.84,fuzzy_name_district
724,Jai Mann,,"5083,14396",0.85,fuzzy_name_district
725,Warjas Chakrabarti,,5088,0.95,fuzzy_name_district
726,Fariq Chander,,"5090,6657,15405",0.98,fuzzy_name_district
727,Amol Gupta,,5097,0.84,fuzzy_name_district
728,Ikbal Sant,,"5098,9961,12403",0.87,fuzzy_name_district
729,Rishi Bhatt,,"5117,9027,11163,15617",0.84,fuzzy_name_district
730,Kalpit Kumer,,"5123,18060,21949",0.97,fuzzy_name_district
731,Nicholas Butala,,5127,0.9,fuzzy_name_district
732,Oscar Bains,,"5128,9617",0.84,fuzzy_name_district
733,Kiaan Palla,,5138,0.82,fuzzy_name_district
734,Mitali Nori,,5144,0.84,fuzzy_name_district
735,Adweta Prabhakar,,5158,0.97,fuzzy_name_district
736,Onkar Gara,,"5168,17772",0.89,fuzzy_name_district
737,Abeer Singh,,5180,0.98,fuzzy_name_district
738,Simon Din,,"5182,7584,11909,14388",0.94,fuzzy_name_district
739,Dipta De,,"5199,21562,22396",0.98,fuzzy_name_district
740,Jagdish Prakash,,"5201,11101,12191,12332",0.96,fuzzy_name_district
741,William Kalita,,"5208,11583,21477",0.84,fuzzy_name_district
742,William Prakash,,5210,0.99,fuzzy_name_district
743,Umang Pandey,,5223,0.85,fuzzy_name_district
744,Ayushman Bir,,"5225,13546",0.97,fuzzy_name_district
745,Qasim Sen,,5229,0.9,fuzzy_name_district
746,Warinder Bawa,,"5238,6929",0.94,fuzzy_name_district
747,Balvan Behl,,"5240,10984,11427,14615",0.97,fuzzy_name_district
748,Rushil Gupta,,"5250,9337",0.93,fuzzy_name_district
749,Ekaraj Munshi,,"5261,6852",0.91,fuzzy_name_district
750,Thomas Baral,,"5263,9152",0.94,fuzzy_name_district
751,Nachiket Desai,,"5266,7348",0.87,fuzzy_name_district
752,Zayyan Saha,,5281,0.94,fuzzy_name_district
753,Parth Menon,,"5285,9801,11965",0.95,fuzzy_name_district
754,Samuel Joshi,,"5286,5604,5696",0.9,fuzzy_name_district
755,Dayamai Chaudhary,,5287,0.92,fuzzy_name_district
756,Bachittar Swamy,,"5290,6777,9161,10141",0.82,fuzzy_name_district
757,Pranav Sampath,,"5314,11438",0.95,fuzzy_name_district
758,Saanvi Bose,,5316,0.98,fuzzy_name_district
759,Onkar Thaker,,5323,0.93,fuzzy_name_district
760,Pratyush Mallick,,5327,0.88,fuzzy_name_district
761,Ayushman Chander,,"5348,15442",0.87,fuzzy_name_district
762,Harish Lanka,,"5362,6277,9101",0.97,fuzzy_name_district
763,Gopal Deol,,"5367,10276",0.85,fuzzy_name_district
764,Dev Shankar,,"5377,12689",0.9,fuzzy_name_district
765,Vedhika Kari,,5379,0.85,fuzzy_name_district
766,Mohini Raghavan,,"5380,6913",0.99,fuzzy_name_district
767,Praneel Dugal,,"5389,12352",0.83,fuzzy_name_district
768,Udarsh Hans,,"5393,8688,14477,20620",0.86,fuzzy_name_district
769,Finn Purohit,,"5398,18694",0.85,fuzzy_name_district
770,Zayyan Buch,,"5399,9371",0.98,fuzzy_name_district
771,Timothy Salvi,,"5402,21614",0.86,fuzzy_name_district
772,Abeer Devi,,5407,0.89,fuzzy_name_district
773,Reyansh Raja,,"5409,6130,15735,22458",0.93,fuzzy_name_district
774,Siddharth Tak,,5425,0.93,fuzzy_name_district
775,Krishna Naik,,"5430,7345",0.94,fuzzy_name_district
776,Kai Rattan,,"5431,9368",0.84,fuzzy_name_district
777,Tanveer Lata,,5440,0.91,fuzzy_name_district
778,Vrinda Joshi,,"5445,8108,13042",0.88,fuzzy_name_district
779,Advaith Amble,,5449,0.92,fuzzy_name_district
780,Tanay Basu,,"5453,7163",0.99,fuzzy_name_district
781,Balveer Sura,,"5454,6829,14690,16338,24629",0.92,fuzzy_name_district
782,Praneel Sridhar,,5455,0.88,fuzzy_name_district
783,Aarush Mann,,"5464,19000",0.93,fuzzy_name_district
