CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
94,800040010202600001,202600001,2026-04-26,103,10,3,2,3,17,7,7,2026-04-25T21:40:24.183481,2026-04-26T14:40:24.183481,2026-04-26T14:40:24.183481,15.854537,74.447779,"Xavier Andra reported an incident of Sexual Harassment that occurred near Soman Nagar, Belagavi. Details recorded and investigation taken up."
95,100060017202600001,202600001,2026-04-26,190,17,1,2,5,25,3,12,2026-04-25T14:40:24.183641,2026-04-26T14:40:24.183641,2026-04-26T14:40:24.183641,16.815908,75.677062,"Hamsini Bhasin reported an incident of Trafficking that occurred near Parekh Nagar, Vijayapura. Details recorded and investigation taken up."
96,100270083202600001,202600001,2026-05-20,972,83,1,2,2,13,1,53,2026-05-18T14:40:24.183741,2026-05-20T14:40:24.183741,2026-05-20T14:40:24.183741,12.26563,75.784913,"Reva Hans reported an incident of Cheating that occurred near Purohit Nagar, Kodagu. Details recorded and investigation taken up."
97,300100028202500001,202500001,2025-10-21,314,28,2,2,6,29,3,20,2025-10-19T11:40:24.183821,2025-10-21T14:40:24.183821,2025-10-21T14:40:24.183821,17.289432,76.800973,"Vedhika Sarma reported an incident of Public Nuisance that occurred near Menon Circle, Kalaburagi. Details recorded and investigation taken up."
98,800040009202600001,202600001,2026-02-15,97,9,3,1,1,1,2,8,2026-02-14T20:40:24.184000,2026-02-15T14:40:24.184000,2026-02-15T14:40:24.184000,15.900543,74.437875,"On the reported date, Jeevika Setty informed the police station that the victim was found dead with injuries near Toor Nagar, Belagavi. Investigation initiated to determine cause and identify assailants."
99,100040011202400002,202400002,2026-06-15,116,11,1,2,2,11,1,8,2026-06-15T04:40:24.184160,2026-06-15T14:40:24.184160,2026-06-15T14:40:24.184160,15.873013,74.560097,"Caleb Dayal reported that a two-wheeler parked near Balay Street, Belagavi was found missing. No witnesses present at the time of the incident."
100,100180051202500001,202500001,2025-11-13,586,51,1,2,2,13,1,36,2025-11-13T06:40:24.184283,2025-11-13T14:40:24.184283,2025-11-13T14:40:24.184283,13.202663,78.190471,"Vyanjana Buch reported an incident of Cheating that occurred near Bhat Chowk, Kolar. Details recorded and investigation taken up."
101,100100028202600001,202600001,2026-01-06,306,28,1,2,2,12,2,20,2026-01-04T05:40:24.184383,2026-01-06T14:40:24.184383,2026-01-06T14:40:24.184383,17.325402,76.86638,"Tarak Venkataraman reported an incident of Criminal Breach of Trust that occurred near Chaudhuri Zila, Kalaburagi. Details recorded and investigation taken up."
102,100040009202600005,202600005,2026-04-06,99,9,1,2,2,11,7,7,2026-04-06T06:40:24.184478,2026-04-06T14:40:24.184478,2026-04-06T14:40:24.184478,15.884746,74.483344,"Yuvraj Gola reported that a two-wheeler parked near Sagar Circle, Belagavi was found missing. No witnesses present at the time of the incident."
103,100010002202500003,202500003,2025-08-29,16,2,1,2,3,16,6,1,2025-08-27T16:40:24.184632,2025-08-29T14:40:24.184632,2025-08-29T14:40:24.184632,12.944857,77.578837,"Indira Murty reported repeated physical and mental harassment by family members at the residence in Nair Circle, Bengaluru Urban."
104,400190053202500001,202500001,2025-01-29,618,53,4,2,5,26,2,38,2025-01-28T00:40:24.184734,2025-01-29T14:40:24.184734,2025-01-29T14:40:24.184734,14.21503,76.345339,"Sara Ranganathan reported an incident of Cultivation that occurred near Banerjee Nagar, Chitradurga. Details recorded and investigation taken up."
105,400040010202500001,202500001,2025-03-14,106,10,4,2,4,20,6,8,2025-03-12T10:40:24.184825,2025-03-14T14:40:24.184825,2025-03-14T14:40:24.184825,15.783335,74.549448,"Tristan Kala reported an incident of Identity Theft that occurred near Bains Path, Belagavi. Details recorded and investigation taken up."
106,300040009202500001,202500001,2025-06-09,96,9,2,2,3,17,2,8,2025-06-09T00:40:24.184906,2025-06-09T14:40:24.184906,2025-06-09T14:40:24.184906,15.793357,74.451613,"Nachiket Devi reported an incident of Sexual Harassment that occurred near Peri Road, Belagavi. Details recorded and investigation taken up."
107,100080020202500001,202500001,2025-04-20,227,20,1,2,6,29,2,15,2025-04-19T12:40:24.185036,2025-04-20T14:40:24.185036,2025-04-20T14:40:24.185036,13.93868,75.624861,"Charita Barad reported an incident of Public Nuisance that occurred near Raj, Shivamogga. Details recorded and investigation taken up."
108,100040010202500006,202500006,2025-05-01,110,10,1,1,1,2,2,8,2025-04-28T16:40:24.185159,2025-05-01T14:40:24.185159,2025-05-01T14:40:24.185159,15.803126,74.511378,"Eta Thakkar reported an incident of Attempt to Murder that occurred near Dua Ganj, Belagavi. Details recorded and investigation taken up."
109,100150039202600001,202600001,2026-06-08,450,39,1,2,2,13,2,30,2026-06-06T06:40:24.185301,2026-06-08T14:40:24.185301,2026-06-08T14:40:24.185301,13.317129,74.808285,"Frederick Rastogi reported an incident of Cheating that occurred near Saraf Circle, Udupi. Details recorded and investigation taken up."
110,100230067202500001,202500001,2025-12-15,777,67,1,2,1,4,1,45,2025-12-15T03:40:24.185396,2025-12-15T14:40:24.185396,2025-12-15T14:40:24.185396,15.278638,76.184721,"Amaira Sani reported an incident of Kidnapping that occurred near Chakraborty Path, Koppal. Details recorded and investigation taken up."
111,100230067202600001,202600001,2026-03-30,778,67,1,2,1,4,1,45,2026-03-28T21:40:24.185498,2026-03-30T14:40:24.185498,2026-03-30T14:40:24.185498,15.304941,76.143255,"Omkaar Palla reported an incident of Kidnapping that occurred near Sathe, Koppal. Details recorded and investigation taken up."
112,800040009202400001,202400001,2026-03-10,94,9,3,2,2,11,1,7,2026-03-09T00:40:24.185639,2026-03-10T14:40:24.185639,2026-03-10T14:40:24.185639,15.82787,74.505123,"Xavier Divan reported that a two-wheeler parked near Atwal Road, Belagavi was found missing. No witnesses present at the time of the incident."
113,100080021202600001,202600001,2026-03-16,229,21,1,2,3,17,4,16,2026-03-14T14:40:24.185744,2026-03-16T14:40:24.185744,2026-03-16T14:40:24.185744,13.893189,75.527045,"Vasudha Dhaliwal reported an incident of Sexual Harassment that occurred near Puri Nagar, Shivamogga. Details recorded and investigation taken up."
114,100040010202500007,202500007,2025-12-22,105,10,1,2,1,3,2,7,2025-12-20T12:40:24.185833,2025-12-22T14:40:24.185833,2025-12-22T14:40:24.185833,15.842894,74.512321,"Ekalinga Rama reported an incident of Grievous Hurt that occurred near Parsa Road, Belagavi. Details recorded and investigation taken up."
115,100040010202600005,202600005,2026-02-05,108,10,1,2,2,11,1,8,2026-02-04T22:40:24.186004,2026-02-05T14:40:24.186004,2026-02-05T14:40:24.186004,15.878018,74.491153,"Diya Sundaram reported that a two-wheeler parked near Wali, Belagavi was found missing. No witnesses present at the time of the incident."
116,100040011202600004,202600004,2026-04-21,114,11,1,2,2,11,5,8,2026-04-18T19:40:24.186104,2026-04-21T14:40:24.186104,2026-04-21T14:40:24.186104,15.869434,74.52195,"Vrishti Ramaswamy reported that a two-wheeler parked near Badami Street, Belagavi was found missing. No witnesses present at the time of the incident."
117,100180049202600001,202600001,2026-04-23,568,49,1,2,4,19,1,35,2026-04-20T23:40:24.186166,2026-04-23T14:40:24.186166,2026-04-23T14:40:24.186166,13.132109,78.113232,Warinder Thaker reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
118,100070019202600001,202600001,2026-05-02,209,19,1,2,2,12,1,13,2026-05-01T23:40:24.186267,2026-05-02T14:40:24.186267,2026-05-02T14:40:24.186267,13.288359,77.168126,"Umang Doshi reported an incident of Criminal Breach of Trust that occurred near Ramaswamy Path, Tumakuru. Details recorded and investigation taken up."
119,100170047202600001,202600001,2026-03-30,540,47,1,2,6,28,2,33,2026-03-29T01:40:24.186411,2026-03-30T14:40:24.186411,2026-03-30T14:40:24.186411,17.951586,77.497937,"Dayamai Viswanathan reported an incident of Unlawful Assembly that occurred near Sani Street, Bidar. Details recorded and investigation taken up."
120,100240074202600002,202600002,2026-05-26,860,74,1,2,5,26,7,47,2026-05-25T19:40:24.186506,2026-05-26T14:40:24.186506,2026-05-26T14:40:24.186506,16.172742,75.606944,"Odika Sabharwal reported an incident of Cultivation that occurred near Savant Road, Bagalkote. Details recorded and investigation taken up."
121,400130034202500001,202500001,2025-04-07,387,34,4,2,5,24,1,26,2025-04-05T08:40:24.186681,2025-04-07T14:40:24.186681,2025-04-07T14:40:24.186681,12.577727,76.879392,"Fariq Sood reported an incident of Possession that occurred near Thakkar Street, Mandya. Details recorded and investigation taken up."
122,300010002202500001,202500001,2025-07-18,17,2,2,2,5,26,6,1,2025-07-17T19:40:24.186779,2025-07-18T14:40:24.186779,2025-07-18T14:40:24.186779,13.036996,77.625331,"Bachittar Rege reported an incident of Cultivation that occurred near Madan Nagar, Bengaluru Urban. Details recorded and investigation taken up."
123,800050013202600001,202600001,2026-06-13,140,13,3,2,1,4,1,9,2026-06-12T06:40:24.186913,2026-06-13T14:40:24.186913,2026-06-13T14:40:24.186913,15.156007,76.892916,"Benjamin Rai reported an incident of Kidnapping that occurred near Ramesh Path, Ballari. Details recorded and investigation taken up."
124,100040010202500008,202500008,2026-06-10,102,10,1,2,2,11,1,8,2026-06-07T16:40:24.187096,2026-06-10T14:40:24.187096,2026-06-10T14:40:24.187096,15.919278,74.543865,"Triya Ganesan reported that a two-wheeler parked near Menon Marg, Belagavi was found missing. No witnesses present at the time of the incident."
125,100040010202600006,202600006,2026-04-25,109,10,1,2,2,11,1,8,2026-04-24T20:40:24.187224,2026-04-25T14:40:24.187224,2026-04-25T14:40:24.187224,15.783773,74.556375,"Pranit Deshmukh reported that a two-wheeler parked near Sachdev Marg, Belagavi was found missing. No witnesses present at the time of the incident."
126,100200059202400001,202400001,2024-07-27,686,59,1,2,5,25,3,40,2024-07-26T17:40:24.187377,2024-07-27T14:40:24.187377,2024-07-27T14:40:24.187377,14.402068,75.853983,"Ishaan Sengupta reported an incident of Trafficking that occurred near Chada Path, Davanagere. Details recorded and investigation taken up."
127,400030008202600001,202600001,2026-02-25,90,8,4,2,5,26,1,6,2026-02-24T09:40:24.187509,2026-02-25T14:40:24.187509,2026-02-25T14:40:24.187509,12.294518,76.66518,"Mason Gaba reported an incident of Cultivation that occurred near Gola Street, Mysuru. Details recorded and investigation taken up."
128,300050013202400001,202400001,2024-10-16,138,13,2,2,2,13,1,10,2024-10-16T03:40:24.187681,2024-10-16T14:40:24.187681,2024-10-16T14:40:24.187681,15.157486,76.975307,"Sanaya Mani reported an incident of Cheating that occurred near Dalal Street, Ballari. Details recorded and investigation taken up."
129,100010002202500004,202500004,2025-12-18,19,2,1,1,1,2,1,2,2025-12-18T06:40:24.187890,2025-12-18T14:40:24.187890,2025-12-18T14:40:24.187890,13.032742,77.618144,"Wazir Kalla reported an incident of Attempt to Murder that occurred near Soni, Bengaluru Urban. Details recorded and investigation taken up."
130,800040010202600002,202600002,2026-05-22,105,10,3,2,2,11,2,8,2026-05-19T15:40:24.188004,2026-05-22T14:40:24.188004,2026-05-22T14:40:24.188004,15.875926,74.531995,"Sarthak Bawa reported that a two-wheeler parked near Divan Street, Belagavi was found missing. No witnesses present at the time of the incident."
131,100030008202400001,202400001,2024-09-06,91,8,1,1,1,1,1,5,2024-09-04T16:40:24.188126,2024-09-06T14:40:24.188126,2024-09-06T14:40:24.188126,12.295069,76.673305,"On the reported date, Bhavani Goel informed the police station that the victim was found dead with injuries near Parsa Chowk, Mysuru. Investigation initiated to determine cause and identify assailants."
132,100140038202400001,202400001,2024-09-03,432,38,1,2,5,25,6,28,2024-09-02T10:40:24.188280,2024-09-03T14:40:24.188280,2024-09-03T14:40:24.188280,13.37703,75.830731,"Shaurya Kadakia reported an incident of Trafficking that occurred near Bhardwaj, Chikkamagaluru. Details recorded and investigation taken up."
133,100040011202500003,202500003,2025-10-14,117,11,1,2,1,4,1,7,2025-10-11T14:40:24.188408,2025-10-14T14:40:24.188408,2025-10-14T14:40:24.188408,15.916855,74.494847,"Aarav Dani reported an incident of Kidnapping that occurred near Shroff Nagar, Belagavi. Details recorded and investigation taken up."
134,100040011202500004,202500004,2026-04-10,118,11,1,2,2,11,1,8,2026-04-09T00:40:24.188530,2026-04-10T14:40:24.188530,2026-04-10T14:40:24.188530,15.906982,74.479641,"Abeer Comar reported that a two-wheeler parked near Om Path, Belagavi was found missing. No witnesses present at the time of the incident."
135,100040009202500007,202500007,2025-11-17,98,9,1,2,1,6,1,8,2025-11-14T21:40:24.188710,2025-11-17T14:40:24.188710,2025-11-17T14:40:24.188710,15.829791,74.476364,"Gautami Shere reported an incident of Culpable Homicide that occurred near Bhalla Marg, Belagavi. Details recorded and investigation taken up."
136,100010001202500002,202500002,2025-10-15,7,1,1,2,6,28,4,1,2025-10-15T10:40:24.188805,2025-10-15T14:40:24.188805,2025-10-15T14:40:24.188805,13.024855,77.642724,"Azaan Nori reported an incident of Unlawful Assembly that occurred near Warrior Marg, Bengaluru Urban. Details recorded and investigation taken up."
137,100040010202500009,202500009,2026-06-17,104,10,1,2,2,11,1,8,2026-06-14T18:40:24.188948,2026-06-17T14:40:24.188948,2026-06-17T14:40:24.188948,15.826798,74.506944,"Siya Mittal reported that a two-wheeler parked near Vohra Ganj, Belagavi was found missing. No witnesses present at the time of the incident."
138,100270084202600002,202600002,2026-02-17,977,84,1,2,5,26,4,53,2026-02-14T16:40:24.189065,2026-02-17T14:40:24.189065,2026-02-17T14:40:24.189065,12.351683,75.740557,"Sachi Toor reported an incident of Cultivation that occurred near Subramanian Nagar, Kodagu. Details recorded and investigation taken up."
139,100160042202500001,202500001,2025-04-24,480,42,1,2,6,29,1,31,2025-04-23T06:40:24.189205,2025-04-24T14:40:24.189205,2025-04-24T14:40:24.189205,16.272347,77.364647,"Lila Vig reported an incident of Public Nuisance that occurred near Agrawal Zila, Raichur. Details recorded and investigation taken up."
140,100060017202400001,202400001,2024-11-06,188,17,1,2,4,21,1,11,2024-11-05T01:40:24.189346,2024-11-06T14:40:24.189346,2024-11-06T14:40:24.189346,16.896927,75.767199,"Shaurya Nagi reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
141,100040009202500008,202500008,2026-02-04,101,9,1,2,2,11,3,7,2026-02-04T11:40:24.189520,2026-02-04T14:40:24.189520,2026-02-04T14:40:24.189520,15.86483,74.428499,"Ishwar Aurora reported that a two-wheeler parked near Varkey, Belagavi was found missing. No witnesses present at the time of the incident."
142,100240071202500001,202500001,2025-02-10,824,71,1,2,6,28,1,47,2025-02-08T11:40:24.189735,2025-02-10T14:40:24.189735,2025-02-10T14:40:24.189735,16.110802,75.667613,"Chandresh De reported an incident of Unlawful Assembly that occurred near Sinha Nagar, Bagalkote. Details recorded and investigation taken up."
143,100040011202500005,202500005,2026-03-06,120,11,1,2,2,11,4,8,2026-03-04T04:40:24.189818,2026-03-06T14:40:24.189818,2026-03-06T14:40:24.189818,15.887567,74.52863,"Gabriel Sandhu reported that a two-wheeler parked near Gola Marg, Belagavi was found missing. No witnesses present at the time of the incident."
144,100190052202500001,202500001,2025-02-21,609,52,1,2,3,16,5,37,2025-02-19T09:40:24.189902,2025-02-21T14:40:24.189902,2025-02-21T14:40:24.189902,14.196862,76.407914,"Rudra Walla reported repeated physical and mental harassment by family members at the residence in Shroff Zila, Chitradurga."
145,100040009202500009,202500009,2025-02-28,101,9,1,2,4,22,1,7,2025-02-27T03:40:24.190045,2025-02-28T14:40:24.190045,2025-02-28T14:40:24.190045,15.8404,74.468039,"Maanas Kuruvilla reported an incident of Social Media Impersonation that occurred near Ramanathan Path, Belagavi. Details recorded and investigation taken up."
146,100040011202500006,202500006,2025-07-23,115,11,1,2,3,16,5,8,2025-07-21T10:40:24.190182,2025-07-23T14:40:24.190182,2025-07-23T14:40:24.190182,15.861876,74.4697,"Vaishnavi Chowdhury reported repeated physical and mental harassment by family members at the residence in Srinivas Path, Belagavi."
147,100040011202600005,202600005,2026-02-15,114,11,1,2,3,14,5,7,2026-02-13T07:40:24.190305,2026-02-15T14:40:24.190305,2026-02-15T14:40:24.190305,15.797372,74.541986,Ekavir Mittal alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
